date,state,lat,long,cases,deaths
21/01/20,Alabama,32.318231,-86.902298,0,0
22/01/20,Alabama,32.318231,-86.902298,0,0
23/01/20,Alabama,32.318231,-86.902298,0,0
24/01/20,Alabama,32.318231,-86.902298,0,0
25/01/20,Alabama,32.318231,-86.902298,0,0
26/01/20,Alabama,32.318231,-86.902298,0,0
27/01/20,Alabama,32.318231,-86.902298,0,0
28/01/20,Alabama,32.318231,-86.902298,0,0
29/01/20,Alabama,32.318231,-86.902298,0,0
30/01/20,Alabama,32.318231,-86.902298,0,0
31/01/20,Alabama,32.318231,-86.902298,0,0
01/02/20,Alabama,32.318231,-86.902298,0,0
02/02/20,Alabama,32.318231,-86.902298,0,0
03/02/20,Alabama,32.318231,-86.902298,0,0
04/02/20,Alabama,32.318231,-86.902298,0,0
05/02/20,Alabama,32.318231,-86.902298,0,0
06/02/20,Alabama,32.318231,-86.902298,0,0
07/02/20,Alabama,32.318231,-86.902298,0,0
08/02/20,Alabama,32.318231,-86.902298,0,0
09/02/20,Alabama,32.318231,-86.902298,0,0
10/02/20,Alabama,32.318231,-86.902298,0,0
11/02/20,Alabama,32.318231,-86.902298,0,0
12/02/20,Alabama,32.318231,-86.902298,0,0
13/02/20,Alabama,32.318231,-86.902298,0,0
14/02/20,Alabama,32.318231,-86.902298,0,0
15/02/20,Alabama,32.318231,-86.902298,0,0
16/02/20,Alabama,32.318231,-86.902298,0,0
17/02/20,Alabama,32.318231,-86.902298,0,0
18/02/20,Alabama,32.318231,-86.902298,0,0
19/02/20,Alabama,32.318231,-86.902298,0,0
20/02/20,Alabama,32.318231,-86.902298,0,0
21/02/20,Alabama,32.318231,-86.902298,0,0
22/02/20,Alabama,32.318231,-86.902298,0,0
23/02/20,Alabama,32.318231,-86.902298,0,0
24/02/20,Alabama,32.318231,-86.902298,0,0
25/02/20,Alabama,32.318231,-86.902298,0,0
26/02/20,Alabama,32.318231,-86.902298,0,0
27/02/20,Alabama,32.318231,-86.902298,0,0
28/02/20,Alabama,32.318231,-86.902298,0,0
29/02/20,Alabama,32.318231,-86.902298,0,0
01/03/20,Alabama,32.318231,-86.902298,0,0
02/03/20,Alabama,32.318231,-86.902298,0,0
03/03/20,Alabama,32.318231,-86.902298,0,0
04/03/20,Alabama,32.318231,-86.902298,0,0
05/03/20,Alabama,32.318231,-86.902298,0,0
06/03/20,Alabama,32.318231,-86.902298,0,0
07/03/20,Alabama,32.318231,-86.902298,0,0
08/03/20,Alabama,32.318231,-86.902298,0,0
09/03/20,Alabama,32.318231,-86.902298,0,0
10/03/20,Alabama,32.318231,-86.902298,0,0
11/03/20,Alabama,32.318231,-86.902298,0,0
12/03/20,Alabama,32.318231,-86.902298,0,0
13/03/20,Alabama,32.318231,-86.902298,6,0
14/03/20,Alabama,32.318231,-86.902298,12,0
15/03/20,Alabama,32.318231,-86.902298,23,0
16/03/20,Alabama,32.318231,-86.902298,29,0
17/03/20,Alabama,32.318231,-86.902298,39,0
18/03/20,Alabama,32.318231,-86.902298,51,0
19/03/20,Alabama,32.318231,-86.902298,78,0
20/03/20,Alabama,32.318231,-86.902298,106,0
21/03/20,Alabama,32.318231,-86.902298,131,0
22/03/20,Alabama,32.318231,-86.902298,157,0
23/03/20,Alabama,32.318231,-86.902298,196,0
24/03/20,Alabama,32.318231,-86.902298,242,0
25/03/20,Alabama,32.318231,-86.902298,386,1
26/03/20,Alabama,32.318231,-86.902298,538,3
27/03/20,Alabama,32.318231,-86.902298,639,4
28/03/20,Alabama,32.318231,-86.902298,720,4
29/03/20,Alabama,32.318231,-86.902298,830,5
30/03/20,Alabama,32.318231,-86.902298,947,11
31/03/20,Alabama,32.318231,-86.902298,999,13
01/04/20,Alabama,32.318231,-86.902298,1106,28
02/04/20,Alabama,32.318231,-86.902298,1270,32
03/04/20,Alabama,32.318231,-86.902298,1535,38
04/04/20,Alabama,32.318231,-86.902298,1632,44
05/04/20,Alabama,32.318231,-86.902298,1840,45
06/04/20,Alabama,32.318231,-86.902298,2005,53
07/04/20,Alabama,32.318231,-86.902298,2197,64
08/04/20,Alabama,32.318231,-86.902298,2498,67
09/04/20,Alabama,32.318231,-86.902298,2838,78
10/04/20,Alabama,32.318231,-86.902298,3008,80
11/04/20,Alabama,32.318231,-86.902298,3262,93
12/04/20,Alabama,32.318231,-86.902298,3583,93
13/04/20,Alabama,32.318231,-86.902298,3805,104
14/04/20,Alabama,32.318231,-86.902298,3953,114
15/04/20,Alabama,32.318231,-86.902298,4241,123
16/04/20,Alabama,32.318231,-86.902298,4404,137
17/04/20,Alabama,32.318231,-86.902298,4572,151
18/04/20,Alabama,32.318231,-86.902298,4723,147
19/04/20,Alabama,32.318231,-86.902298,4903,160
20/04/20,Alabama,32.318231,-86.902298,5078,164
21/04/20,Alabama,32.318231,-86.902298,5327,186
22/04/20,Alabama,32.318231,-86.902298,5610,201
23/04/20,Alabama,32.318231,-86.902298,5832,197
24/04/20,Alabama,32.318231,-86.902298,6026,209
25/04/20,Alabama,32.318231,-86.902298,6213,213
26/04/20,Alabama,32.318231,-86.902298,6421,219
27/04/20,Alabama,32.318231,-86.902298,6539,228
28/04/20,Alabama,32.318231,-86.902298,6750,242
29/04/20,Alabama,32.318231,-86.902298,6925,262
30/04/20,Alabama,32.318231,-86.902298,7068,272
01/05/20,Alabama,32.318231,-86.902298,7294,289
02/05/20,Alabama,32.318231,-86.902298,7611,288
03/05/20,Alabama,32.318231,-86.902298,7888,290
04/05/20,Alabama,32.318231,-86.902298,8112,298
05/05/20,Alabama,32.318231,-86.902298,8437,315
06/05/20,Alabama,32.318231,-86.902298,8691,343
07/05/20,Alabama,32.318231,-86.902298,9046,369
08/05/20,Alabama,32.318231,-86.902298,9385,383
09/05/20,Alabama,32.318231,-86.902298,9668,390
10/05/20,Alabama,32.318231,-86.902298,9889,393
11/05/20,Alabama,32.318231,-86.902298,10164,403
21/01/20,Alaska,63.588753,-154.493062,0,0
22/01/20,Alaska,63.588753,-154.493062,0,0
23/01/20,Alaska,63.588753,-154.493062,0,0
24/01/20,Alaska,63.588753,-154.493062,0,0
25/01/20,Alaska,63.588753,-154.493062,0,0
26/01/20,Alaska,63.588753,-154.493062,0,0
27/01/20,Alaska,63.588753,-154.493062,0,0
28/01/20,Alaska,63.588753,-154.493062,0,0
29/01/20,Alaska,63.588753,-154.493062,0,0
30/01/20,Alaska,63.588753,-154.493062,0,0
31/01/20,Alaska,63.588753,-154.493062,0,0
01/02/20,Alaska,63.588753,-154.493062,0,0
02/02/20,Alaska,63.588753,-154.493062,0,0
03/02/20,Alaska,63.588753,-154.493062,0,0
04/02/20,Alaska,63.588753,-154.493062,0,0
05/02/20,Alaska,63.588753,-154.493062,0,0
06/02/20,Alaska,63.588753,-154.493062,0,0
07/02/20,Alaska,63.588753,-154.493062,0,0
08/02/20,Alaska,63.588753,-154.493062,0,0
09/02/20,Alaska,63.588753,-154.493062,0,0
10/02/20,Alaska,63.588753,-154.493062,0,0
11/02/20,Alaska,63.588753,-154.493062,0,0
12/02/20,Alaska,63.588753,-154.493062,0,0
13/02/20,Alaska,63.588753,-154.493062,0,0
14/02/20,Alaska,63.588753,-154.493062,0,0
15/02/20,Alaska,63.588753,-154.493062,0,0
16/02/20,Alaska,63.588753,-154.493062,0,0
17/02/20,Alaska,63.588753,-154.493062,0,0
18/02/20,Alaska,63.588753,-154.493062,0,0
19/02/20,Alaska,63.588753,-154.493062,0,0
20/02/20,Alaska,63.588753,-154.493062,0,0
21/02/20,Alaska,63.588753,-154.493062,0,0
22/02/20,Alaska,63.588753,-154.493062,0,0
23/02/20,Alaska,63.588753,-154.493062,0,0
24/02/20,Alaska,63.588753,-154.493062,0,0
25/02/20,Alaska,63.588753,-154.493062,0,0
26/02/20,Alaska,63.588753,-154.493062,0,0
27/02/20,Alaska,63.588753,-154.493062,0,0
28/02/20,Alaska,63.588753,-154.493062,0,0
29/02/20,Alaska,63.588753,-154.493062,0,0
01/03/20,Alaska,63.588753,-154.493062,0,0
02/03/20,Alaska,63.588753,-154.493062,0,0
03/03/20,Alaska,63.588753,-154.493062,0,0
04/03/20,Alaska,63.588753,-154.493062,0,0
05/03/20,Alaska,63.588753,-154.493062,0,0
06/03/20,Alaska,63.588753,-154.493062,0,0
07/03/20,Alaska,63.588753,-154.493062,0,0
08/03/20,Alaska,63.588753,-154.493062,0,0
09/03/20,Alaska,63.588753,-154.493062,0,0
10/03/20,Alaska,63.588753,-154.493062,0,0
11/03/20,Alaska,63.588753,-154.493062,0,0
12/03/20,Alaska,63.588753,-154.493062,1,0
13/03/20,Alaska,63.588753,-154.493062,1,0
14/03/20,Alaska,63.588753,-154.493062,1,0
15/03/20,Alaska,63.588753,-154.493062,1,0
16/03/20,Alaska,63.588753,-154.493062,3,0
17/03/20,Alaska,63.588753,-154.493062,6,0
18/03/20,Alaska,63.588753,-154.493062,9,0
19/03/20,Alaska,63.588753,-154.493062,12,0
20/03/20,Alaska,63.588753,-154.493062,14,0
21/03/20,Alaska,63.588753,-154.493062,21,0
22/03/20,Alaska,63.588753,-154.493062,22,0
23/03/20,Alaska,63.588753,-154.493062,36,0
24/03/20,Alaska,63.588753,-154.493062,42,0
25/03/20,Alaska,63.588753,-154.493062,59,0
26/03/20,Alaska,63.588753,-154.493062,69,0
27/03/20,Alaska,63.588753,-154.493062,85,1
28/03/20,Alaska,63.588753,-154.493062,102,1
29/03/20,Alaska,63.588753,-154.493062,114,1
30/03/20,Alaska,63.588753,-154.493062,119,2
31/03/20,Alaska,63.588753,-154.493062,133,2
01/04/20,Alaska,63.588753,-154.493062,143,2
02/04/20,Alaska,63.588753,-154.493062,146,2
03/04/20,Alaska,63.588753,-154.493062,156,2
04/04/20,Alaska,63.588753,-154.493062,169,3
05/04/20,Alaska,63.588753,-154.493062,183,4
06/04/20,Alaska,63.588753,-154.493062,189,4
07/04/20,Alaska,63.588753,-154.493062,211,4
08/04/20,Alaska,63.588753,-154.493062,224,5
09/04/20,Alaska,63.588753,-154.493062,233,5
10/04/20,Alaska,63.588753,-154.493062,244,5
11/04/20,Alaska,63.588753,-154.493062,255,6
12/04/20,Alaska,63.588753,-154.493062,270,6
13/04/20,Alaska,63.588753,-154.493062,275,6
14/04/20,Alaska,63.588753,-154.493062,283,7
15/04/20,Alaska,63.588753,-154.493062,291,7
16/04/20,Alaska,63.588753,-154.493062,298,7
17/04/20,Alaska,63.588753,-154.493062,307,7
18/04/20,Alaska,63.588753,-154.493062,312,7
19/04/20,Alaska,63.588753,-154.493062,317,7
20/04/20,Alaska,63.588753,-154.493062,319,7
21/04/20,Alaska,63.588753,-154.493062,327,7
22/04/20,Alaska,63.588753,-154.493062,333,7
23/04/20,Alaska,63.588753,-154.493062,335,7
24/04/20,Alaska,63.588753,-154.493062,337,7
25/04/20,Alaska,63.588753,-154.493062,337,7
26/04/20,Alaska,63.588753,-154.493062,339,7
27/04/20,Alaska,63.588753,-154.493062,343,7
28/04/20,Alaska,63.588753,-154.493062,349,7
29/04/20,Alaska,63.588753,-154.493062,353,7
30/04/20,Alaska,63.588753,-154.493062,353,7
01/05/20,Alaska,63.588753,-154.493062,362,7
02/05/20,Alaska,63.588753,-154.493062,363,7
03/05/20,Alaska,63.588753,-154.493062,366,7
04/05/20,Alaska,63.588753,-154.493062,368,7
05/05/20,Alaska,63.588753,-154.493062,369,7
06/05/20,Alaska,63.588753,-154.493062,370,8
07/05/20,Alaska,63.588753,-154.493062,373,8
08/05/20,Alaska,63.588753,-154.493062,376,8
09/05/20,Alaska,63.588753,-154.493062,377,8
10/05/20,Alaska,63.588753,-154.493062,378,8
11/05/20,Alaska,63.588753,-154.493062,380,8
21/01/20,Arizona,34.048928,-111.09373,0,0
22/01/20,Arizona,34.048928,-111.09373,0,0
23/01/20,Arizona,34.048928,-111.09373,0,0
24/01/20,Arizona,34.048928,-111.09373,0,0
25/01/20,Arizona,34.048928,-111.09373,0,0
26/01/20,Arizona,34.048928,-111.09373,1,0
27/01/20,Arizona,34.048928,-111.09373,1,0
28/01/20,Arizona,34.048928,-111.09373,1,0
29/01/20,Arizona,34.048928,-111.09373,1,0
30/01/20,Arizona,34.048928,-111.09373,1,0
31/01/20,Arizona,34.048928,-111.09373,1,0
01/02/20,Arizona,34.048928,-111.09373,1,0
02/02/20,Arizona,34.048928,-111.09373,1,0
03/02/20,Arizona,34.048928,-111.09373,1,0
04/02/20,Arizona,34.048928,-111.09373,1,0
05/02/20,Arizona,34.048928,-111.09373,1,0
06/02/20,Arizona,34.048928,-111.09373,1,0
07/02/20,Arizona,34.048928,-111.09373,1,0
08/02/20,Arizona,34.048928,-111.09373,1,0
09/02/20,Arizona,34.048928,-111.09373,1,0
10/02/20,Arizona,34.048928,-111.09373,1,0
11/02/20,Arizona,34.048928,-111.09373,1,0
12/02/20,Arizona,34.048928,-111.09373,1,0
13/02/20,Arizona,34.048928,-111.09373,1,0
14/02/20,Arizona,34.048928,-111.09373,1,0
15/02/20,Arizona,34.048928,-111.09373,1,0
16/02/20,Arizona,34.048928,-111.09373,1,0
17/02/20,Arizona,34.048928,-111.09373,1,0
18/02/20,Arizona,34.048928,-111.09373,1,0
19/02/20,Arizona,34.048928,-111.09373,1,0
20/02/20,Arizona,34.048928,-111.09373,1,0
21/02/20,Arizona,34.048928,-111.09373,1,0
22/02/20,Arizona,34.048928,-111.09373,1,0
23/02/20,Arizona,34.048928,-111.09373,1,0
24/02/20,Arizona,34.048928,-111.09373,1,0
25/02/20,Arizona,34.048928,-111.09373,1,0
26/02/20,Arizona,34.048928,-111.09373,1,0
27/02/20,Arizona,34.048928,-111.09373,1,0
28/02/20,Arizona,34.048928,-111.09373,1,0
29/02/20,Arizona,34.048928,-111.09373,1,0
01/03/20,Arizona,34.048928,-111.09373,1,0
02/03/20,Arizona,34.048928,-111.09373,1,0
03/03/20,Arizona,34.048928,-111.09373,2,0
04/03/20,Arizona,34.048928,-111.09373,2,0
05/03/20,Arizona,34.048928,-111.09373,2,0
06/03/20,Arizona,34.048928,-111.09373,3,0
07/03/20,Arizona,34.048928,-111.09373,5,0
08/03/20,Arizona,34.048928,-111.09373,5,0
09/03/20,Arizona,34.048928,-111.09373,6,0
10/03/20,Arizona,34.048928,-111.09373,6,0
11/03/20,Arizona,34.048928,-111.09373,9,0
12/03/20,Arizona,34.048928,-111.09373,9,0
13/03/20,Arizona,34.048928,-111.09373,9,0
14/03/20,Arizona,34.048928,-111.09373,12,0
15/03/20,Arizona,34.048928,-111.09373,13,0
16/03/20,Arizona,34.048928,-111.09373,18,0
17/03/20,Arizona,34.048928,-111.09373,20,0
18/03/20,Arizona,34.048928,-111.09373,28,0
19/03/20,Arizona,34.048928,-111.09373,47,0
20/03/20,Arizona,34.048928,-111.09373,70,1
21/03/20,Arizona,34.048928,-111.09373,104,1
22/03/20,Arizona,34.048928,-111.09373,153,2
23/03/20,Arizona,34.048928,-111.09373,234,2
24/03/20,Arizona,34.048928,-111.09373,326,6
25/03/20,Arizona,34.048928,-111.09373,402,6
26/03/20,Arizona,34.048928,-111.09373,508,8
27/03/20,Arizona,34.048928,-111.09373,665,15
28/03/20,Arizona,34.048928,-111.09373,773,15
29/03/20,Arizona,34.048928,-111.09373,929,18
30/03/20,Arizona,34.048928,-111.09373,1169,20
31/03/20,Arizona,34.048928,-111.09373,1298,24
01/04/20,Arizona,34.048928,-111.09373,1413,29
02/04/20,Arizona,34.048928,-111.09373,1600,35
03/04/20,Arizona,34.048928,-111.09373,1769,41
04/04/20,Arizona,34.048928,-111.09373,2019,53
05/04/20,Arizona,34.048928,-111.09373,2269,64
06/04/20,Arizona,34.048928,-111.09373,2465,67
07/04/20,Arizona,34.048928,-111.09373,2575,77
08/04/20,Arizona,34.048928,-111.09373,2726,80
09/04/20,Arizona,34.048928,-111.09373,3018,89
10/04/20,Arizona,34.048928,-111.09373,3112,97
11/04/20,Arizona,34.048928,-111.09373,3393,112
12/04/20,Arizona,34.048928,-111.09373,3539,117
13/04/20,Arizona,34.048928,-111.09373,3702,122
14/04/20,Arizona,34.048928,-111.09373,3806,131
15/04/20,Arizona,34.048928,-111.09373,3962,142
16/04/20,Arizona,34.048928,-111.09373,4234,152
17/04/20,Arizona,34.048928,-111.09373,4507,174
18/04/20,Arizona,34.048928,-111.09373,4719,181
19/04/20,Arizona,34.048928,-111.09373,4929,188
20/04/20,Arizona,34.048928,-111.09373,5064,191
21/04/20,Arizona,34.048928,-111.09373,5251,213
22/04/20,Arizona,34.048928,-111.09373,5459,236
23/04/20,Arizona,34.048928,-111.09373,5769,257
24/04/20,Arizona,34.048928,-111.09373,6045,268
25/04/20,Arizona,34.048928,-111.09373,6280,275
26/04/20,Arizona,34.048928,-111.09373,6526,277
27/04/20,Arizona,34.048928,-111.09373,6716,277
28/04/20,Arizona,34.048928,-111.09373,6948,297
29/04/20,Arizona,34.048928,-111.09373,7202,308
30/04/20,Arizona,34.048928,-111.09373,7648,320
01/05/20,Arizona,34.048928,-111.09373,7962,330
02/05/20,Arizona,34.048928,-111.09373,8364,353
03/05/20,Arizona,34.048928,-111.09373,8640,362
04/05/20,Arizona,34.048928,-111.09373,8919,362
05/05/20,Arizona,34.048928,-111.09373,9305,395
06/05/20,Arizona,34.048928,-111.09373,9707,426
07/05/20,Arizona,34.048928,-111.09373,9945,450
08/05/20,Arizona,34.048928,-111.09373,10526,517
09/05/20,Arizona,34.048928,-111.09373,10960,532
10/05/20,Arizona,34.048928,-111.09373,11119,536
11/05/20,Arizona,34.048928,-111.09373,11380,542
21/01/20,,,,,
22/01/20,,,,,
23/01/20,,,,,
24/01/20,,,,,
25/01/20,,,,,
26/01/20,,,,,
27/01/20,,,,,
28/01/20,,,,,
29/01/20,,,,,
30/01/20,,,,,
31/01/20,,,,,
01/02/20,,,,,
02/02/20,,,,,
03/02/20,,,,,
04/02/20,,,,,
05/02/20,,,,,
06/02/20,,,,,
07/02/20,,,,,
08/02/20,,,,,
09/02/20,,,,,
10/02/20,,,,,
11/02/20,,,,,
12/02/20,,,,,
13/02/20,,,,,
14/02/20,,,,,
15/02/20,,,,,
16/02/20,,,,,
17/02/20,,,,,
18/02/20,,,,,
19/02/20,,,,,
20/02/20,,,,,
21/02/20,,,,,
22/02/20,,,,,
23/02/20,,,,,
24/02/20,,,,,
25/02/20,,,,,
26/02/20,,,,,
27/02/20,,,,,
28/02/20,,,,,
29/02/20,,,,,
01/03/20,,,,,
02/03/20,,,,,
03/03/20,,,,,
04/03/20,,,,,
05/03/20,,,,,
06/03/20,,,,,
07/03/20,,,,,
08/03/20,,,,,
09/03/20,,,,,
10/03/20,,,,,
11/03/20,Arkansas,35.20105,-91.831833,1,0
12/03/20,Arkansas,35.20105,-91.831833,6,0
13/03/20,Arkansas,35.20105,-91.831833,7,0
14/03/20,Arkansas,35.20105,-91.831833,9,0
15/03/20,Arkansas,35.20105,-91.831833,16,0
16/03/20,Arkansas,35.20105,-91.831833,22,0
17/03/20,Arkansas,35.20105,-91.831833,22,0
18/03/20,Arkansas,35.20105,-91.831833,33,0
19/03/20,Arkansas,35.20105,-91.831833,62,0
20/03/20,Arkansas,35.20105,-91.831833,100,0
21/03/20,Arkansas,35.20105,-91.831833,118,0
22/03/20,Arkansas,35.20105,-91.831833,165,0
23/03/20,Arkansas,35.20105,-91.831833,201,0
24/03/20,Arkansas,35.20105,-91.831833,231,2
25/03/20,Arkansas,35.20105,-91.831833,307,2
26/03/20,Arkansas,35.20105,-91.831833,350,3
27/03/20,Arkansas,35.20105,-91.831833,385,3
28/03/20,Arkansas,35.20105,-91.831833,409,5
29/03/20,Arkansas,35.20105,-91.831833,449,6
30/03/20,Arkansas,35.20105,-91.831833,508,7
31/03/20,Arkansas,35.20105,-91.831833,564,8
01/04/20,Arkansas,35.20105,-91.831833,624,10
02/04/20,Arkansas,35.20105,-91.831833,683,12
03/04/20,Arkansas,35.20105,-91.831833,738,12
04/04/20,Arkansas,35.20105,-91.831833,743,14
05/04/20,Arkansas,35.20105,-91.831833,853,16
06/04/20,Arkansas,35.20105,-91.831833,927,16
07/04/20,Arkansas,35.20105,-91.831833,997,18
08/04/20,Arkansas,35.20105,-91.831833,1077,18
09/04/20,Arkansas,35.20105,-91.831833,1146,21
10/04/20,Arkansas,35.20105,-91.831833,1202,24
11/04/20,Arkansas,35.20105,-91.831833,1228,25
12/04/20,Arkansas,35.20105,-91.831833,1280,27
13/04/20,Arkansas,35.20105,-91.831833,1475,30
14/04/20,Arkansas,35.20105,-91.831833,1498,32
15/04/20,Arkansas,35.20105,-91.831833,1599,34
16/04/20,Arkansas,35.20105,-91.831833,1620,37
17/04/20,Arkansas,35.20105,-91.831833,1695,37
18/04/20,Arkansas,35.20105,-91.831833,1777,38
19/04/20,Arkansas,35.20105,-91.831833,1781,39
20/04/20,Arkansas,35.20105,-91.831833,1971,42
21/04/20,Arkansas,35.20105,-91.831833,2262,43
22/04/20,Arkansas,35.20105,-91.831833,2392,44
23/04/20,Arkansas,35.20105,-91.831833,2599,45
24/04/20,Arkansas,35.20105,-91.831833,2810,47
25/04/20,Arkansas,35.20105,-91.831833,2909,48
26/04/20,Arkansas,35.20105,-91.831833,3001,50
27/04/20,Arkansas,35.20105,-91.831833,3069,51
28/04/20,Arkansas,35.20105,-91.831833,3127,57
29/04/20,Arkansas,35.20105,-91.831833,3207,59
30/04/20,Arkansas,35.20105,-91.831833,3281,61
01/05/20,Arkansas,35.20105,-91.831833,3310,64
02/05/20,Arkansas,35.20105,-91.831833,3372,72
03/05/20,Arkansas,35.20105,-91.831833,3431,76
04/05/20,Arkansas,35.20105,-91.831833,3469,80
05/05/20,Arkansas,35.20105,-91.831833,3525,83
06/05/20,Arkansas,35.20105,-91.831833,3611,87
07/05/20,Arkansas,35.20105,-91.831833,3694,88
08/05/20,Arkansas,35.20105,-91.831833,3747,88
09/05/20,Arkansas,35.20105,-91.831833,3747,88
10/05/20,Arkansas,35.20105,-91.831833,4012,91
11/05/20,Arkansas,35.20105,-91.831833,4043,94
21/01/20,,,,,
22/01/20,,,,,
23/01/20,,,,,
24/01/20,,,,,
25/01/20,California,36.778261,-119.417932,1,0
26/01/20,California,36.778261,-119.417932,2,0
27/01/20,California,36.778261,-119.417932,2,0
28/01/20,California,36.778261,-119.417932,2,0
29/01/20,California,36.778261,-119.417932,2,0
30/01/20,California,36.778261,-119.417932,2,0
31/01/20,California,36.778261,-119.417932,3,0
01/02/20,California,36.778261,-119.417932,3,0
02/02/20,California,36.778261,-119.417932,6,0
03/02/20,California,36.778261,-119.417932,6,0
04/02/20,California,36.778261,-119.417932,6,0
05/02/20,California,36.778261,-119.417932,6,0
06/02/20,California,36.778261,-119.417932,6,0
07/02/20,California,36.778261,-119.417932,6,0
08/02/20,California,36.778261,-119.417932,6,0
09/02/20,California,36.778261,-119.417932,6,0
10/02/20,California,36.778261,-119.417932,7,0
11/02/20,California,36.778261,-119.417932,7,0
12/02/20,California,36.778261,-119.417932,7,0
13/02/20,California,36.778261,-119.417932,7,0
14/02/20,California,36.778261,-119.417932,7,0
15/02/20,California,36.778261,-119.417932,7,0
16/02/20,California,36.778261,-119.417932,7,0
17/02/20,California,36.778261,-119.417932,7,0
18/02/20,California,36.778261,-119.417932,7,0
19/02/20,California,36.778261,-119.417932,7,0
20/02/20,California,36.778261,-119.417932,8,0
21/02/20,California,36.778261,-119.417932,9,0
22/02/20,California,36.778261,-119.417932,9,0
23/02/20,California,36.778261,-119.417932,9,0
24/02/20,California,36.778261,-119.417932,11,0
25/02/20,California,36.778261,-119.417932,11,0
26/02/20,California,36.778261,-119.417932,26,0
27/02/20,California,36.778261,-119.417932,26,0
28/02/20,California,36.778261,-119.417932,27,0
29/02/20,California,36.778261,-119.417932,28,0
01/03/20,California,36.778261,-119.417932,33,0
02/03/20,California,36.778261,-119.417932,38,0
03/03/20,California,36.778261,-119.417932,45,0
04/03/20,California,36.778261,-119.417932,55,1
05/03/20,California,36.778261,-119.417932,67,1
06/03/20,California,36.778261,-119.417932,81,1
07/03/20,California,36.778261,-119.417932,100,1
08/03/20,California,36.778261,-119.417932,112,1
09/03/20,California,36.778261,-119.417932,172,2
10/03/20,California,36.778261,-119.417932,179,3
11/03/20,California,36.778261,-119.417932,202,4
12/03/20,California,36.778261,-119.417932,252,4
13/03/20,California,36.778261,-119.417932,320,5
14/03/20,California,36.778261,-119.417932,381,5
15/03/20,California,36.778261,-119.417932,478,6
16/03/20,California,36.778261,-119.417932,588,11
17/03/20,California,36.778261,-119.417932,732,14
18/03/20,California,36.778261,-119.417932,893,17
19/03/20,California,36.778261,-119.417932,1067,19
20/03/20,California,36.778261,-119.417932,1283,24
21/03/20,California,36.778261,-119.417932,1544,28
22/03/20,California,36.778261,-119.417932,1851,35
23/03/20,California,36.778261,-119.417932,2240,39
24/03/20,California,36.778261,-119.417932,2644,52
25/03/20,California,36.778261,-119.417932,3183,67
26/03/20,California,36.778261,-119.417932,4060,82
27/03/20,California,36.778261,-119.417932,4914,102
28/03/20,California,36.778261,-119.417932,5565,121
29/03/20,California,36.778261,-119.417932,6266,130
30/03/20,California,36.778261,-119.417932,7421,146
31/03/20,California,36.778261,-119.417932,8582,183
01/04/20,California,36.778261,-119.417932,9816,212
02/04/20,California,36.778261,-119.417932,11190,247
03/04/20,California,36.778261,-119.417932,12569,282
04/04/20,California,36.778261,-119.417932,13796,323
05/04/20,California,36.778261,-119.417932,15076,349
06/04/20,California,36.778261,-119.417932,16284,386
07/04/20,California,36.778261,-119.417932,17540,447
08/04/20,California,36.778261,-119.417932,19043,506
09/04/20,California,36.778261,-119.417932,20191,548
10/04/20,California,36.778261,-119.417932,21366,594
11/04/20,California,36.778261,-119.417932,22421,632
12/04/20,California,36.778261,-119.417932,23323,676
13/04/20,California,36.778261,-119.417932,24334,725
14/04/20,California,36.778261,-119.417932,25758,778
15/04/20,California,36.778261,-119.417932,27107,885
16/04/20,California,36.778261,-119.417932,28142,971
17/04/20,California,36.778261,-119.417932,29398,1050
18/04/20,California,36.778261,-119.417932,30829,1146
19/04/20,California,36.778261,-119.417932,31544,1176
20/04/20,California,36.778261,-119.417932,33862,1223
21/04/20,California,36.778261,-119.417932,35844,1316
22/04/20,California,36.778261,-119.417932,37573,1425
23/04/20,California,36.778261,-119.417932,39534,1548
24/04/20,California,36.778261,-119.417932,41368,1619
25/04/20,California,36.778261,-119.417932,42590,1692
26/04/20,California,36.778261,-119.417932,43691,1716
27/04/20,California,36.778261,-119.417932,45208,1800
28/04/20,California,36.778261,-119.417932,46570,1884
29/04/20,California,36.778261,-119.417932,48904,1961
30/04/20,California,36.778261,-119.417932,50470,2057
01/05/20,California,36.778261,-119.417932,52318,2147
02/05/20,California,36.778261,-119.417932,53753,2213
03/05/20,California,36.778261,-119.417932,55072,2235
04/05/20,California,36.778261,-119.417932,56333,2297
05/05/20,California,36.778261,-119.417932,58848,2386
06/05/20,California,36.778261,-119.417932,60787,2478
07/05/20,California,36.778261,-119.417932,62481,2561
08/05/20,California,36.778261,-119.417932,64616,2650
09/05/20,California,36.778261,-119.417932,66824,2732
10/05/20,California,36.778261,-119.417932,68051,2769
11/05/20,California,36.778261,-119.417932,69514,2820
21/01/20,,,,,
22/01/20,,,,,
23/01/20,,,,,
24/01/20,,,,,
25/01/20,,,,,
26/01/20,,,,,
27/01/20,,,,,
28/01/20,,,,,
29/01/20,,,,,
30/01/20,,,,,
31/01/20,,,,,
01/02/20,,,,,
02/02/20,,,,,
03/02/20,,,,,
04/02/20,,,,,
05/02/20,,,,,
06/02/20,,,,,
07/02/20,,,,,
08/02/20,,,,,
09/02/20,,,,,
10/02/20,,,,,
11/02/20,,,,,
12/02/20,,,,,
13/02/20,,,,,
14/02/20,,,,,
15/02/20,,,,,
16/02/20,,,,,
